car_id,brand,model,year,price_lakh,fuel_type,car_type,engine_cc,horsepower,mileage_kmpl,cylinders,engine_type,engine_size,fuel_system,stroke,max_speed_kmph,peak_rpm,drive_wheel,door_number,engine_location,length_mm,width_mm,height_mm,wheelbase_mm,weight_kg,battery_capacity_kwh,range_km,transmission
149,Kia,Seltos,2018,31.6,Petrol,Sedan,1200,113,20.3,3,DOHC,1.2,MPFI,96.2,242,6024,AWD,4,Front,3677,1893,1646,2870,1541,,,Manual
150,Hyundai,Creta,2021,13.5,Electric,Sedan,0,75,0.0,0,DOHC,0.0,Battery,0.0,129,0,FWD,5,Front,4038,1652,1657,2474,2127,37,263,Manual
151,Tata,Nexon,2021,52.0,Diesel,Hatchback,3000,183,14.5,4,DOHC,3.0,MPFI,75.5,179,4772,AWD,5,Front,3559,1979,1661,2566,846,,,Manual
152,Mercedes-Benz,C-Class,2026,22.4,CNG,Hatchback,800,71,13.5,6,DOHC,0.8,MPFI,89.6,243,4681,RWD,4,Front,3637,1834,1418,2531,1205,,,Manual
153,Honda,City,2023,18.3,Electric,SUV,0,100,0.0,0,DOHC,0.0,Battery,0.0,156,0,RWD,5,Front,4926,1680,1418,2496,1337,60,225,Automatic
154,Tata,Punch,2020,37.7,Diesel,Sedan,2000,133,17.5,3,DOHC,2.0,MPFI,83.5,182,6075,FWD,4,Front,3584,1890,1445,2605,1311,,,Automatic
155,MG,Hector,2018,23.1,Petrol,Sedan,800,54,22.9,6,DOHC,0.8,MPFI,93.6,126,5486,AWD,4,Front,4894,1854,1483,2621,1717,,,Manual
156,Mahindra,Scorpio,2018,21.7,Electric,Hatchback,0,176,0.0,0,DOHC,0.0,Battery,0.0,181,0,RWD,4,Front,4992,1882,1873,2791,1886,78,388,Automatic
157,Volkswagen,Taigun,2017,24.8,Electric,SUV,0,203,0.0,0,DOHC,0.0,Battery,0.0,189,0,FWD,4,Front,4537,1709,1789,2353,1498,24,221,Manual
158,Maruti Suzuki,Alto,2024,21.1,Petrol,SUV,800,56,18.9,6,DOHC,0.8,MPFI,76.8,232,4061,RWD,4,Front,4250,1626,1761,2432,1120,,,Automatic
159,Maruti Suzuki,Alto,2020,21.5,Diesel,Sedan,800,69,13.5,4,DOHC,0.8,MPFI,90.5,167,4452,FWD,5,Front,3609,1564,1814,2527,2194,,,Manual
160,Mahindra,Scorpio,2019,56.3,Petrol,Sedan,3000,190,24.2,4,DOHC,3.0,MPFI,74.1,241,4320,FWD,5,Front,4979,1971,1446,2646,2103,,,Manual
161,Audi,A6,2025,30.9,CNG,Hatchback,1500,135,19.8,6,DOHC,1.5,MPFI,98.1,150,4438,RWD,4,Front,3934,1999,1700,2317,1390,,,Manual
162,Mahindra,Scorpio,2025,44.0,Petrol,SUV,2000,151,14.1,3,DOHC,2.0,MPFI,87.3,146,4185,FWD,4,Front,3515,1547,1430,2519,1580,,,Manual
163,Mercedes-Benz,C-Class,2020,59.4,Petrol,Hatchback,3000,272,16.4,6,DOHC,3.0,MPFI,98.7,155,4351,FWD,5,Front,3589,1853,1624,2800,1603,,,Automatic
164,Tata,Nexon,2018,37.5,Petrol,SUV,1500,144,18.9,4,DOHC,1.5,MPFI,87.5,198,4099,FWD,5,Front,4735,1639,1828,2646,1160,,,Automatic
165,Mahindra,XUV700,2023,38.3,Diesel,SUV,1500,137,18.7,6,DOHC,1.5,MPFI,85.4,120,5343,FWD,5,Front,3689,1725,1703,2549,1442,,,Manual
166,Tata,Nexon,2026,24.8,Diesel,Hatchback,1200,76,16.7,4,DOHC,1.2,MPFI,71.4,195,5210,RWD,5,Front,4185,1617,1686,2694,1468,,,Manual
167,Hyundai,i20,2020,33.1,CNG,Sedan,1500,113,17.7,6,DOHC,1.5,MPFI,90.6,127,5827,AWD,4,Front,3752,1994,1402,2316,1397,,,Automatic
168,BMW,X1,2024,19.2,Electric,SUV,0,93,0.0,0,DOHC,0.0,Battery,0.0,153,0,FWD,5,Front,3715,1842,1431,2643,1231,67,357,Manual
169,Maruti Suzuki,Swift,2021,28.0,Diesel,SUV,1500,106,18.5,3,DOHC,1.5,MPFI,90.9,240,4179,FWD,4,Front,4548,1746,1578,2833,959,,,Automatic
170,Mahindra,Scorpio,2017,29.3,Diesel,SUV,1200,119,13.4,4,DOHC,1.2,MPFI,85.8,248,5231,FWD,5,Front,4986,1764,1542,2759,2019,,,Manual
171,Hyundai,i20,2020,29.0,Petrol,Hatchback,1200,103,16.6,3,DOHC,1.2,MPFI,77.3,126,5202,AWD,5,Front,4041,1815,1891,2837,1517,,,Manual
172,Skoda,Slavia,2020,30.2,Diesel,Hatchback,1500,95,21.7,6,DOHC,1.5,MPFI,70.9,235,4778,FWD,4,Front,3616,1817,1823,2859,2018,,,Manual
173,Hyundai,Creta,2021,29.2,CNG,Hatchback,1200,109,15.2,4,DOHC,1.2,MPFI,97.5,132,5841,AWD,5,Front,4920,1537,1840,2447,1561,,,Automatic
174,Audi,A6,2021,59.3,Diesel,SUV,3000,207,20.3,4,DOHC,3.0,MPFI,90.9,220,5996,AWD,4,Front,4751,1835,1899,2953,1830,,,Automatic
175,Hyundai,i20,2024,26.3,Diesel,Hatchback,1200,102,22.9,3,DOHC,1.2,MPFI,89.3,214,5597,FWD,4,Front,3589,1516,1760,2502,855,,,Automatic
176,Tata,Nexon,2024,21.0,CNG,SUV,1000,64,15.3,6,DOHC,1.0,MPFI,84.8,139,4521,RWD,4,Front,4588,1924,1717,2831,1426,,,Manual
177,MG,Hector,2025,28.7,Electric,Sedan,0,211,0.0,0,DOHC,0.0,Battery,0.0,219,0,FWD,4,Front,3644,1937,1519,2303,1036,66,404,Automatic
178,Audi,A6,2021,15.2,Electric,Hatchback,0,88,0.0,0,DOHC,0.0,Battery,0.0,126,0,FWD,4,Front,4596,1781,1832,2784,857,41,421,Automatic
179,BMW,X1,2024,31.3,CNG,Sedan,1200,102,22.4,6,DOHC,1.2,MPFI,83.7,137,4487,RWD,4,Front,4778,1808,1664,2819,1662,,,Manual
180,Toyota,Fortuner,2026,16.9,Electric,SUV,0,99,0.0,0,DOHC,0.0,Battery,0.0,132,0,AWD,4,Front,4231,1649,1682,2567,1931,61,354,Manual
181,Mahindra,Scorpio,2019,52.4,CNG,SUV,3000,188,14.1,6,DOHC,3.0,MPFI,87.5,206,6141,FWD,4,Front,4748,1865,1660,2322,1615,,,Automatic
182,Honda,City,2024,40.5,Diesel,Hatchback,2000,175,15.9,3,DOHC,2.0,MPFI,76.3,174,4602,RWD,4,Front,3825,1727,1790,2654,1572,,,Manual
183,Audi,A6,2024,36.5,Diesel,Sedan,1500,146,23.7,4,DOHC,1.5,MPFI,96.0,223,4061,RWD,4,Front,4450,1627,1819,2583,1633,,,Automatic
184,Skoda,Slavia,2023,47.8,CNG,SUV,2000,184,21.2,6,DOHC,2.0,MPFI,83.8,127,5236,FWD,5,Front,4823,1938,1495,2539,1386,,,Manual
185,Audi,A6,2025,17.6,Petrol,Hatchback,800,48,15.8,4,DOHC,0.8,MPFI,73.4,248,6379,AWD,5,Front,3619,1929,1586,2829,1447,,,Manual
186,Hyundai,Creta,2026,20.7,Electric,Hatchback,0,178,0.0,0,DOHC,0.0,Battery,0.0,221,0,FWD,4,Front,4706,1978,1737,2970,1166,36,226,Automatic
187,Tata,Nexon,2017,31.4,Diesel,SUV,1500,129,17.3,3,DOHC,1.5,MPFI,88.5,243,4217,FWD,5,Front,3961,1999,1532,2578,2153,,,Automatic
188,Kia,Seltos,2020,29.3,Petrol,SUV,1500,96,20.2,4,DOHC,1.5,MPFI,86.1,234,4463,AWD,5,Front,4237,1501,1452,2367,1913,,,Manual
189,Maruti Suzuki,Swift,2023,23.7,Petrol,Hatchback,800,71,14.5,3,DOHC,0.8,MPFI,80.4,233,5779,RWD,4,Front,4446,1952,1443,2989,2123,,,Manual
190,BMW,X1,2019,19.8,Electric,Hatchback,0,146,0.0,0,DOHC,0.0,Battery,0.0,246,0,FWD,5,Front,4778,1649,1748,2385,1336,21,232,Manual
191,Tata,Punch,2019,23.9,CNG,SUV,1200,91,22.1,4,DOHC,1.2,MPFI,83.2,155,6277,FWD,4,Front,3609,1827,1874,2758,1157,,,Automatic
192,Mercedes-Benz,C-Class,2025,60.8,Petrol,Hatchback,3000,265,22.4,4,DOHC,3.0,MPFI,77.6,241,5262,FWD,4,Front,4074,1942,1404,2613,1475,,,Manual
193,Maruti Suzuki,Alto,2017,14.9,Electric,Sedan,0,100,0.0,0,DOHC,0.0,Battery,0.0,244,0,FWD,5,Front,4932,1714,1845,2422,1609,74,383,Automatic
194,Maruti Suzuki,Alto,2021,27.6,CNG,Hatchback,1200,83,12.9,3,DOHC,1.2,MPFI,81.6,229,4046,AWD,5,Front,3884,1818,1616,2802,1544,,,Manual
195,Maruti Suzuki,Alto,2026,47.9,Diesel,Hatchback,2000,184,19.2,3,DOHC,2.0,MPFI,90.8,219,4461,FWD,5,Front,3839,1523,1470,2434,1635,,,Automatic
196,Kia,Seltos,2020,18.2,Electric,SUV,0,132,0.0,0,DOHC,0.0,Battery,0.0,213,0,AWD,5,Front,4801,1717,1768,2856,1905,24,299,Manual
197,Honda,City,2023,21.1,CNG,SUV,1000,76,20.0,3,DOHC,1.0,MPFI,90.8,148,5220,AWD,4,Front,3969,1958,1879,2810,974,,,Manual
198,MG,Hector,2018,60.1,Diesel,SUV,3000,209,20.8,3,DOHC,3.0,MPFI,89.9,216,4731,AWD,5,Front,4824,1631,1617,2829,1957,,,Automatic
199,Mahindra,XUV700,2021,39.5,Diesel,Hatchback,2000,158,15.3,3,DOHC,2.0,MPFI,99.6,209,4128,AWD,5,Front,3819,1531,1591,2819,2121,,,Manual
200,Kia,Seltos,2021,17.0,Electric,SUV,0,91,0.0,0,DOHC,0.0,Battery,0.0,234,0,RWD,5,Front,3714,1819,1814,2651,1604,41,281,Manual
201,BMW,X1,2026,23.3,Petrol,Hatchback,800,73,16.1,6,DOHC,0.8,MPFI,99.1,244,4420,AWD,5,Front,4725,1903,1715,2550,1501,,,Manual
202,Maruti Suzuki,Alto,2024,32.3,Petrol,SUV,1500,138,19.1,4,DOHC,1.5,MPFI,92.4,159,5729,RWD,5,Front,3711,1698,1770,2578,2172,,,Manual
203,Maruti Suzuki,Alto,2026,19.7,Electric,SUV,0,168,0.0,0,DOHC,0.0,Battery,0.0,186,0,FWD,4,Front,4054,1850,1619,2884,2092,27,466,Automatic
204,Tata,Nexon,2017,40.2,CNG,Hatchback,2000,161,12.8,4,DOHC,2.0,MPFI,83.7,125,4214,AWD,4,Front,4330,1863,1808,2907,1415,,,Automatic
205,Kia,Seltos,2019,40.9,CNG,Sedan,2000,185,14.5,4,DOHC,2.0,MPFI,91.3,243,5241,AWD,5,Front,3927,1700,1415,2966,1439,,,Automatic
206,Kia,Seltos,2020,37.5,Diesel,Hatchback,2000,123,21.5,3,DOHC,2.0,MPFI,93.2,196,6381,FWD,4,Front,3667,1566,1615,2331,901,,,Manual
207,Audi,A6,2024,55.0,CNG,Sedan,3000,218,19.6,4,DOHC,3.0,MPFI,77.1,123,4837,AWD,5,Front,4900,1665,1555,2786,1635,,,Manual
208,Honda,City,2024,44.7,CNG,Sedan,2000,188,18.4,6,DOHC,2.0,MPFI,80.7,143,4289,RWD,5,Front,4749,1752,1818,2656,988,,,Automatic
209,Tata,Nexon,2023,40.9,CNG,SUV,2000,181,16.3,6,DOHC,2.0,MPFI,79.7,124,5743,AWD,4,Front,4000,1716,1548,2834,1219,,,Manual
210,Tata,Punch,2020,20.3,Diesel,SUV,1000,83,22.7,6,DOHC,1.0,MPFI,94.7,242,5433,RWD,5,Front,3992,1901,1870,2895,1761,,,Automatic
211,Audi,A6,2019,24.8,Diesel,Sedan,1000,73,12.6,4,DOHC,1.0,MPFI,77.4,189,4006,RWD,5,Front,4052,1561,1741,2859,1594,,,Manual
212,Honda,City,2021,44.1,CNG,Sedan,2000,164,12.1,4,DOHC,2.0,MPFI,90.8,128,4610,RWD,5,Front,4762,1826,1566,2903,1266,,,Manual
213,Toyota,Fortuner,2018,30.9,CNG,Sedan,1500,92,15.0,3,DOHC,1.5,MPFI,82.2,155,4010,RWD,5,Front,4809,1676,1777,2727,2101,,,Manual
214,Honda,City,2017,22.0,Diesel,SUV,800,77,17.1,6,DOHC,0.8,MPFI,78.7,156,4647,AWD,5,Front,4779,1781,1652,2567,1600,,,Automatic
215,Hyundai,i20,2025,22.9,Petrol,SUV,1200,73,24.1,3,DOHC,1.2,MPFI,76.5,198,4188,AWD,4,Front,4077,1533,1603,2833,1326,,,Manual
216,Maruti Suzuki,Swift,2021,54.8,Diesel,Hatchback,3000,206,19.2,4,DOHC,3.0,MPFI,75.2,144,5362,AWD,5,Front,4130,1630,1594,2552,1254,,,Manual
217,Tata,Punch,2019,56.9,CNG,SUV,3000,186,16.1,6,DOHC,3.0,MPFI,74.4,179,6072,AWD,5,Front,4590,1965,1688,2702,1076,,,Automatic
218,Honda,City,2018,22.2,Diesel,Hatchback,1200,78,21.1,4,DOHC,1.2,MPFI,96.5,181,5368,AWD,5,Front,4938,1823,1408,2660,1994,,,Manual
219,Audi,A6,2020,28.7,Diesel,Hatchback,1200,77,19.2,6,DOHC,1.2,MPFI,81.0,211,6367,AWD,4,Front,3925,1664,1657,2819,1111,,,Manual
220,Audi,A6,2018,22.9,Electric,SUV,0,170,0.0,0,DOHC,0.0,Battery,0.0,173,0,FWD,4,Front,4038,1748,1499,2385,1118,38,266,Manual
221,Volkswagen,Taigun,2017,23.7,Electric,Hatchback,0,150,0.0,0,DOHC,0.0,Battery,0.0,145,0,FWD,4,Front,4608,1988,1525,2391,1898,77,234,Manual
222,BMW,X1,2020,27.1,Petrol,Sedan,1000,84,12.8,4,DOHC,1.0,MPFI,76.4,210,5567,AWD,4,Front,4954,1723,1753,2375,1335,,,Manual
223,Mahindra,XUV700,2022,26.1,Diesel,SUV,1000,96,19.4,6,DOHC,1.0,MPFI,75.5,213,5246,FWD,5,Front,3807,1928,1410,2608,1659,,,Automatic
224,Skoda,Slavia,2018,37.4,Diesel,Sedan,2000,149,23.2,4,DOHC,2.0,MPFI,71.8,189,4194,RWD,5,Front,4573,1790,1438,2508,1460,,,Manual
225,Maruti Suzuki,Alto,2018,20.3,Petrol,Hatchback,800,54,18.5,6,DOHC,0.8,MPFI,71.4,245,5213,AWD,5,Front,4257,1904,1439,2956,1704,,,Manual
226,Mahindra,Scorpio,2020,27.1,Diesel,SUV,1000,83,22.1,6,DOHC,1.0,MPFI,84.6,203,6233,AWD,5,Front,4236,1592,1772,2976,2090,,,Manual
227,Audi,A6,2026,20.7,CNG,Sedan,800,52,15.2,3,DOHC,0.8,MPFI,73.9,221,4903,RWD,4,Front,4234,1713,1521,2328,1609,,,Automatic
228,Mercedes-Benz,C-Class,2019,22.3,Electric,Hatchback,0,124,0.0,0,DOHC,0.0,Battery,0.0,151,0,FWD,5,Front,3926,1853,1879,2842,1906,57,230,Automatic
229,Kia,Seltos,2017,23.5,CNG,SUV,1000,91,17.0,6,DOHC,1.0,MPFI,83.7,221,4802,RWD,4,Front,4425,1811,1607,2660,981,,,Automatic
230,MG,Hector,2026,28.4,Diesel,SUV,1500,108,23.9,4,DOHC,1.5,MPFI,73.5,189,5650,FWD,4,Front,3970,1796,1646,2466,1663,,,Automatic
231,Hyundai,Creta,2023,23.0,Electric,Hatchback,0,178,0.0,0,DOHC,0.0,Battery,0.0,224,0,RWD,5,Front,3792,1687,1492,2713,1876,21,440,Manual
232,Tata,Punch,2019,28.9,Electric,Sedan,0,198,0.0,0,DOHC,0.0,Battery,0.0,231,0,AWD,4,Front,3753,1635,1809,2610,815,64,452,Automatic
233,Toyota,Fortuner,2022,17.9,Electric,Hatchback,0,109,0.0,0,DOHC,0.0,Battery,0.0,240,0,RWD,4,Front,3507,1650,1679,2854,1764,40,221,Automatic
234,Kia,Seltos,2025,32.6,Diesel,Hatchback,1200,106,12.2,3,DOHC,1.2,MPFI,84.5,195,4666,FWD,4,Front,3943,1697,1839,2867,1455,,,Manual
235,Maruti Suzuki,Swift,2021,17.4,Electric,SUV,0,113,0.0,0,DOHC,0.0,Battery,0.0,183,0,RWD,5,Front,4486,1708,1646,2952,1619,44,208,Manual
236,BMW,X1,2019,30.5,Electric,Sedan,0,213,0.0,0,DOHC,0.0,Battery,0.0,131,0,FWD,5,Front,4135,1641,1513,2843,1821,52,421,Manual
237,Audi,A6,2021,62.7,Diesel,Sedan,3000,273,15.8,3,DOHC,3.0,MPFI,85.7,173,5494,FWD,5,Front,4168,1724,1658,2463,1294,,,Manual
238,Skoda,Slavia,2025,19.8,Electric,Hatchback,0,125,0.0,0,DOHC,0.0,Battery,0.0,222,0,RWD,4,Front,4193,1728,1426,2461,1982,31,454,Automatic
239,Mahindra,Scorpio,2018,40.1,CNG,Sedan,2000,128,18.8,3,DOHC,2.0,MPFI,86.5,185,4347,AWD,4,Front,3725,1901,1889,2378,1893,,,Manual
240,Hyundai,i20,2023,26.0,Petrol,Hatchback,1000,68,24.4,4,DOHC,1.0,MPFI,82.2,249,5261,RWD,5,Front,4422,1568,1814,2825,926,,,Automatic
241,BMW,X1,2017,24.1,Electric,Sedan,0,144,0.0,0,DOHC,0.0,Battery,0.0,225,0,RWD,4,Front,3605,1941,1456,2513,834,20,203,Automatic
242,Honda,City,2025,38.4,Petrol,Sedan,2000,120,12.1,3,DOHC,2.0,MPFI,99.5,215,4008,RWD,4,Front,4192,1965,1748,2694,1204,,,Manual
243,Honda,City,2017,33.1,Electric,SUV,0,245,0.0,0,DOHC,0.0,Battery,0.0,236,0,AWD,4,Front,4453,1762,1611,2631,1556,52,336,Manual
244,Mahindra,Scorpio,2026,30.6,Diesel,Hatchback,1500,125,17.9,3,DOHC,1.5,MPFI,70.6,189,6459,AWD,4,Front,4717,1592,1417,2308,1264,,,Automatic
245,Volkswagen,Taigun,2019,57.6,Diesel,Hatchback,3000,180,23.5,4,DOHC,3.0,MPFI,87.4,195,4486,FWD,4,Front,4287,1604,1524,2409,1945,,,Automatic
246,MG,Hector,2022,40.2,CNG,Sedan,2000,160,23.7,6,DOHC,2.0,MPFI,70.7,174,5919,FWD,5,Front,3634,1933,1771,2664,1302,,,Manual
247,Audi,A6,2018,17.3,CNG,Sedan,800,63,13.1,4,DOHC,0.8,MPFI,91.5,147,4312,AWD,4,Front,3809,1577,1684,2420,1779,,,Manual
248,Honda,City,2020,19.2,Petrol,SUV,800,60,19.4,4,DOHC,0.8,MPFI,83.5,167,4805,AWD,4,Front,3871,1970,1619,2927,1185,,,Automatic
249,Hyundai,Creta,2023,20.8,Petrol,Hatchback,800,56,15.7,6,DOHC,0.8,MPFI,74.9,164,5231,RWD,5,Front,3506,1674,1830,2522,817,,,Automatic
250,Hyundai,i20,2020,27.1,CNG,Sedan,1000,81,13.5,6,DOHC,1.0,MPFI,73.9,134,5169,FWD,5,Front,4719,1510,1733,2384,1311,,,Manual
251,Skoda,Slavia,2020,36.8,Diesel,Hatchback,2000,145,17.6,6,DOHC,2.0,MPFI,98.3,240,6085,AWD,5,Front,4801,1922,1700,2669,1515,,,Automatic
252,Tata,Nexon,2026,28.5,Petrol,Sedan,1200,92,23.4,3,DOHC,1.2,MPFI,74.2,140,4489,RWD,5,Front,4155,1588,1709,2311,1800,,,Automatic
253,Volkswagen,Taigun,2023,41.9,CNG,Hatchback,2000,135,23.5,4,DOHC,2.0,MPFI,94.0,193,5005,AWD,5,Front,4438,1568,1439,2645,925,,,Automatic
254,Maruti Suzuki,Swift,2022,57.8,Diesel,Sedan,3000,227,15.8,4,DOHC,3.0,MPFI,85.4,250,4950,FWD,4,Front,3998,1860,1513,2453,1643,,,Automatic
255,Mercedes-Benz,C-Class,2019,36.5,CNG,Hatchback,1500,145,23.4,6,DOHC,1.5,MPFI,97.6,137,5234,FWD,5,Front,4592,1509,1726,2689,1958,,,Manual
256,Toyota,Fortuner,2023,18.0,Petrol,Hatchback,800,67,17.3,3,DOHC,0.8,MPFI,87.6,127,4429,FWD,5,Front,4055,1954,1633,2391,1675,,,Manual
257,Mahindra,Scorpio,2020,53.1,CNG,SUV,3000,192,22.9,4,DOHC,3.0,MPFI,85.3,230,6479,FWD,5,Front,3872,1718,1736,2497,2118,,,Automatic
258,Tata,Punch,2020,59.9,Diesel,Hatchback,3000,268,23.2,3,DOHC,3.0,MPFI,73.1,232,5162,AWD,4,Front,4600,1954,1734,2699,1797,,,Manual
259,Kia,Seltos,2019,18.5,CNG,Hatchback,800,75,18.6,4,DOHC,0.8,MPFI,80.2,183,6278,RWD,5,Front,4632,1500,1712,2614,2126,,,Manual
260,Tata,Punch,2018,60.5,Diesel,Hatchback,3000,208,15.8,4,DOHC,3.0,MPFI,90.9,243,4831,AWD,4,Front,3815,1860,1820,2492,1959,,,Manual
261,Honda,City,2020,24.5,Petrol,Sedan,1000,92,24.3,6,DOHC,1.0,MPFI,82.6,240,4027,AWD,5,Front,4560,1579,1465,2401,1524,,,Manual
262,MG,Hector,2022,42.6,Diesel,Hatchback,2000,152,20.5,3,DOHC,2.0,MPFI,78.7,244,5270,RWD,4,Front,4585,1989,1438,2631,1799,,,Manual
263,Honda,City,2024,18.4,Electric,Sedan,0,109,0.0,0,DOHC,0.0,Battery,0.0,129,0,AWD,4,Front,4452,1706,1558,2789,1997,66,392,Manual
264,Skoda,Slavia,2023,20.1,Electric,Sedan,0,104,0.0,0,DOHC,0.0,Battery,0.0,124,0,FWD,4,Front,4183,1940,1875,2625,2076,21,456,Manual
265,Toyota,Fortuner,2026,57.0,Diesel,SUV,3000,205,21.8,6,DOHC,3.0,MPFI,72.2,235,5833,FWD,4,Front,4167,1734,1671,2844,1490,,,Automatic
266,Honda,City,2018,30.5,Diesel,SUV,1500,109,13.4,4,DOHC,1.5,MPFI,97.2,130,4099,RWD,4,Front,3910,1811,1575,2894,945,,,Automatic
267,Skoda,Slavia,2022,20.9,Electric,Sedan,0,168,0.0,0,DOHC,0.0,Battery,0.0,136,0,FWD,4,Front,4367,1744,1429,2756,1889,59,248,Manual
268,Mahindra,Scorpio,2022,45.2,Petrol,Hatchback,2000,189,18.3,4,DOHC,2.0,MPFI,71.3,226,5934,RWD,4,Front,3751,1557,1756,2327,1565,,,Automatic
269,Tata,Nexon,2021,25.9,Diesel,Sedan,1000,67,24.5,3,DOHC,1.0,MPFI,80.2,234,5667,FWD,4,Front,3730,1603,1884,2543,1391,,,Automatic
270,Skoda,Slavia,2022,57.5,Diesel,Hatchback,3000,234,18.1,3,DOHC,3.0,MPFI,86.5,136,5247,AWD,4,Front,4467,1981,1611,2799,1247,,,Manual
271,Audi,A6,2017,29.0,Electric,SUV,0,233,0.0,0,DOHC,0.0,Battery,0.0,236,0,RWD,5,Front,4357,1928,1853,2656,1351,68,217,Automatic
272,Volkswagen,Taigun,2019,22.9,Electric,SUV,0,183,0.0,0,DOHC,0.0,Battery,0.0,164,0,RWD,4,Front,4398,1632,1749,2847,1573,75,289,Automatic
273,Hyundai,Creta,2024,56.0,Petrol,Hatchback,3000,210,21.7,4,DOHC,3.0,MPFI,75.0,134,4759,RWD,4,Front,4730,1894,1591,2574,1207,,,Manual
274,Kia,Seltos,2023,20.7,Petrol,SUV,800,54,20.0,3,DOHC,0.8,MPFI,75.7,191,5686,RWD,4,Front,4936,1651,1759,2785,900,,,Automatic
275,BMW,X1,2026,23.6,Petrol,Sedan,800,70,22.9,4,DOHC,0.8,MPFI,95.2,122,6026,RWD,5,Front,4813,1746,1817,2964,1692,,,Automatic
276,Mercedes-Benz,C-Class,2026,22.4,Petrol,SUV,800,73,14.6,4,DOHC,0.8,MPFI,91.8,138,4477,RWD,5,Front,3653,1502,1656,2300,1493,,,Automatic
277,Toyota,Fortuner,2017,25.9,Petrol,SUV,1000,75,22.8,3,DOHC,1.0,MPFI,92.0,146,5182,AWD,5,Front,4705,1937,1497,2955,1330,,,Automatic
278,Toyota,Fortuner,2017,29.1,Electric,Hatchback,0,205,0.0,0,DOHC,0.0,Battery,0.0,221,0,AWD,4,Front,3791,1518,1704,2409,1910,26,461,Automatic
279,Kia,Seltos,2017,31.3,Diesel,Sedan,1200,118,17.0,6,DOHC,1.2,MPFI,70.0,152,5566,AWD,5,Front,4638,1915,1487,2876,1194,,,Manual
280,Tata,Punch,2023,23.4,Diesel,Hatchback,1000,91,16.1,6,DOHC,1.0,MPFI,72.0,189,4643,RWD,4,Front,4133,1770,1511,2642,1196,,,Automatic
281,Tata,Nexon,2021,41.3,CNG,SUV,2000,175,24.5,4,DOHC,2.0,MPFI,72.7,212,4060,FWD,5,Front,4853,1665,1738,2941,1724,,,Automatic
282,Mercedes-Benz,C-Class,2019,60.0,Petrol,Hatchback,3000,206,20.1,4,DOHC,3.0,MPFI,88.7,212,4859,FWD,4,Front,3925,1692,1523,2874,1292,,,Automatic
283,Toyota,Fortuner,2023,18.4,CNG,Hatchback,800,76,15.1,3,DOHC,0.8,MPFI,75.1,230,4777,FWD,4,Front,3839,1746,1601,2885,1199,,,Automatic
284,Audi,A6,2021,22.1,Electric,Sedan,0,167,0.0,0,DOHC,0.0,Battery,0.0,136,0,FWD,5,Front,4742,1922,1560,2610,1409,26,335,Manual
285,Mahindra,Scorpio,2024,59.2,Petrol,Hatchback,3000,248,19.8,6,DOHC,3.0,MPFI,89.7,172,4551,RWD,5,Front,4657,1522,1530,2691,985,,,Automatic
286,Honda,City,2020,24.8,CNG,Sedan,1200,89,12.5,3,DOHC,1.2,MPFI,84.9,176,4835,RWD,4,Front,4341,1796,1570,2959,1502,,,Automatic
287,Hyundai,i20,2021,31.2,Petrol,Sedan,1200,95,18.3,3,DOHC,1.2,MPFI,75.3,187,5581,AWD,4,Front,3947,1886,1795,2626,1919,,,Manual
288,Audi,A6,2025,19.1,Electric,Hatchback,0,170,0.0,0,DOHC,0.0,Battery,0.0,202,0,RWD,4,Front,3822,1558,1651,2857,1044,29,297,Automatic
289,BMW,X1,2023,12.8,Electric,SUV,0,87,0.0,0,DOHC,0.0,Battery,0.0,203,0,RWD,4,Front,4347,1585,1873,2553,1925,21,437,Automatic
290,Mercedes-Benz,C-Class,2026,48.4,Petrol,Sedan,2000,190,22.5,3,DOHC,2.0,MPFI,94.9,173,5903,RWD,4,Front,4824,1732,1720,2993,1618,,,Manual
291,Mahindra,XUV700,2026,24.0,Petrol,Hatchback,800,78,19.4,3,DOHC,0.8,MPFI,79.2,240,4405,FWD,5,Front,4976,1969,1593,2422,1876,,,Automatic
292,Honda,City,2024,23.8,Petrol,Sedan,800,68,19.6,6,DOHC,0.8,MPFI,71.7,232,4079,RWD,5,Front,4168,1750,1561,2674,1101,,,Manual
293,Tata,Nexon,2023,30.4,Electric,Hatchback,0,207,0.0,0,DOHC,0.0,Battery,0.0,198,0,FWD,4,Front,3894,1784,1875,2533,1926,79,499,Automatic
294,Honda,City,2024,44.1,CNG,Hatchback,2000,153,18.0,3,DOHC,2.0,MPFI,85.0,144,5335,AWD,5,Front,3817,1555,1880,2519,818,,,Automatic
295,Kia,Seltos,2019,38.5,CNG,SUV,2000,128,17.4,3,DOHC,2.0,MPFI,81.8,170,4539,RWD,5,Front,3677,1685,1541,2561,842,,,Automatic
296,Toyota,Fortuner,2022,24.4,Electric,Sedan,0,186,0.0,0,DOHC,0.0,Battery,0.0,182,0,AWD,5,Front,4625,1782,1532,2328,1275,44,340,Manual
297,Audi,A6,2017,33.1,Diesel,Hatchback,1500,107,15.3,6,DOHC,1.5,MPFI,99.2,227,4768,RWD,4,Front,4898,1565,1788,2955,1231,,,Automatic
298,Tata,Nexon,2018,63.6,Petrol,Hatchback,3000,249,20.9,3,DOHC,3.0,MPFI,96.4,211,6359,FWD,4,Front,3710,1942,1525,2990,1237,,,Manual
